source_id,release,source_id_dr3,nss_solution_type,orbit_source,orbit_period_d,orbit_significance,orbit_a0_mas,queue_bin,queue_rank,n_transits_fetched,n_transits_used,f2_single_star,parallax_mas,excess_noise_mas,fit_model,fit_seconds,verdict,verdict_scope,verdict_basis,verdict_confidence,verdict_confidence_basis,flag_alias_1yr,flag_low_lat,flag_hi_sigma_ti2,flag_xray_active,flag_dust_unresolved_south,flag_dust_sigma_fragile,flag_astrom_quiet,schema_version,verdict_source,verdict_source_version,config_version,epoch_data_release,epoch_data_structure,gaiasupdate_version,produced_utc,run_id,notes
2010172929375186304,Gaia DR3,2010172929375186304,,elbadry2026_table,736.167,6.9,,external,,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
6328149636482597888,Gaia DR3,6328149636482597888,Orbital,elbadry2026_table,736.018,89.9,,v2_main,16,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Gaia NS1
5593444799901901696,Gaia DR3,5593444799901901696,Orbital,elbadry2026_table,1038.79,6.5,,retrieval_pr999,240,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,True,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
6588211521163024640,Gaia DR3,6588211521163024640,,elbadry2026_table,943.333,10.4,,external,,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
6001459821083925120,Gaia DR3,6001459821083925120,Orbital,elbadry2026_table,563.833,19.7,,v2_main,33,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
5644387063402978304,Gaia DR3,5644387063402978304,,elbadry2026_table,879.926,6.9,,external,,,,,,,,,UNKNOWN,compact_companion,rv_followup,LOW,EB26 UNKNOWN = follow-up absent or incomplete; not a verdict,False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,No RV follow-up
1007185297091149824,Gaia DR3,1007185297091149824,Orbital,elbadry2026_table,1120.136,9.8,,retrieval_pr999,276,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,True,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1749013354127453696,Gaia DR3,1749013354127453696,,elbadry2026_table,932.08,7.9,,external,,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
5954343888087990656,Gaia DR3,5954343888087990656,,elbadry2026_table,702.452,7.1,,external,,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
4590978336125467776,Gaia DR3,4590978336125467776,,elbadry2026_table,682.323,6.6,,external,,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
6152333294796189568,Gaia DR3,6152333294796189568,,elbadry2026_table,1093.379,5.7,,external,,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
4384513795007410048,Gaia DR3,4384513795007410048,,elbadry2026_table,745.201,16.7,,external,,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
5580526947012630912,Gaia DR3,5580526947012630912,Orbital,elbadry2026_table,654.326,12.9,,v2_main,242,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
6054379247042197504,Gaia DR3,6054379247042197504,,elbadry2026_table,807.552,7.4,,external,,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
6687541573416724608,Gaia DR3,6687541573416724608,AstroSpectroSB1,elbadry2026_table,1125.071,20.1,,v2_main,49,,,,,,,,UNKNOWN,compact_companion,rv_followup,LOW,EB26 UNKNOWN = follow-up absent or incomplete; not a verdict,False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RV follow-up incomplete
4099356347737522432,Gaia DR3,4099356347737522432,,elbadry2026_table,718.34,9.4,,external,,,,,,,,,UNKNOWN,compact_companion,rv_followup,LOW,EB26 UNKNOWN = follow-up absent or incomplete; not a verdict,False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,No RV follow-up
3869650535947137920,Gaia DR3,3869650535947137920,Orbital,elbadry2026_table,570.036,34.0,,v2_main,51,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
3649963989549165440,Gaia DR3,3649963989549165440,Orbital,elbadry2026_table,892.531,40.2,,v2_main,50,,,,,,,,OTHER,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,NS candidate with an sdB primary
6593763230249162112,Gaia DR3,6593763230249162112,Orbital,elbadry2026_table,679.888,23.3,,v2_main,54,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
1058875159778407808,Gaia DR3,1058875159778407808,Orbital,elbadry2026_table,835.682,33.0,,v2_main,52,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1350295047363872512,Gaia DR3,1350295047363872512,Orbital,elbadry2026_table,657.242,34.1,,v2_main,55,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1732878914341314944,Gaia DR3,1732878914341314944,,elbadry2026_table,648.097,6.8,,external,,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
809741149368202752,Gaia DR3,809741149368202752,Orbital,elbadry2026_table,922.389,13.5,,v2_main,53,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
6092954989675820416,Gaia DR3,6092954989675820416,Orbital,elbadry2026_table,883.079,14.1,,v2_main,287,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
3662912491312811008,Gaia DR3,3662912491312811008,,elbadry2026_table,237.156,7.9,,external,,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
5839182174066052224,Gaia DR3,5839182174066052224,Orbital,elbadry2026_table,331.777,11.0,,v2_main,379,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",True,False,False,True,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
1695294922548180224,Gaia DR3,1695294922548180224,Orbital,elbadry2026_table,601.178,79.9,,v2_main,66,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
2080945469200565248,Gaia DR3,2080945469200565248,Orbital,elbadry2026_table,196.64,54.3,,v2_main,79,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,True,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
2426116249713980416,Gaia DR3,2426116249713980416,Orbital,elbadry2026_table,711.703,24.8,,v2_main,62,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1028887114002082432,Gaia DR3,1028887114002082432,Orbital,elbadry2026_table,994.417,24.5,,v2_main,338,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
6791860144283753984,Gaia DR3,6791860144283753984,,elbadry2026_table,935.83,12.0,,external,,,,,,,,,SPURIOUS,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,RVs inconsistent with orbital solution
5136025521527939072,Gaia DR3,5136025521527939072,AstroSpectroSB1,elbadry2026_table,536.9,60.3,,v2_main,64,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
2397135910639986304,Gaia DR3,2397135910639986304,Orbital,elbadry2026_table,916.016,43.8,,v2_main,59,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
1144019690966028928,Gaia DR3,1144019690966028928,Orbital,elbadry2026_table,1401.86,23.6,,v2_main,77,,,,,,,,CONFIRMED,compact_companion,rv_followup,HIGH,"published follow-up verdict; EB26 report it as a decision, not a score -- UNKNOWN/MARGINAL rows carry their own label in `verdict` rather than a downgraded confidence",False,False,False,False,False,False,False,day1_verdict.v1,elbadry2026,"El-Badry et al. 2026, arXiv:2608.06453 -- follow-up verdict table, parsed by scripts/parse_elbadry2026_table.py into fixtures/elbadry2026_astrometric_candidates.csv",5,,,,2026-08-21T18:57:46Z,eb26_import_v1,Good solution
